0.00.001.786 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.001.868 I srv          init: The UI is disabled
0.00.001.868 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.001.948 W srv  llama_server: -----------------
0.00.001.948 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.001.948 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.001.948 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.001.948 W srv  llama_server: -----------------
0.00.003.147 I srv    load_model: loading model '/run/media/hs/9CECDCA0ECDC75CC/Users/HS/Documents/Graduation Project/benchmark-models/DeepSeek-R1-Distill-Qwen-1.5B-Q4_K_M.gguf'
0.00.383.879 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.01.171.633 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 3072, kv_unified = 'false'
0.01.175.605 I srv  llama_server: model loaded
0.01.175.611 I srv  llama_server: listening on http://127.0.0.1:19201
1.01.673.953 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
6.22.303.290 I slot print_timing: id  3 | task 1182 |        eval time =    2601.53 ms /    64 tokens (   40.65 ms per token,    24.60 tokens per second)
6.22.303.291 I slot print_timing: id  3 | task 1182 |       total time =    5283.87 ms /   192 tokens
6.22.303.291 I slot print_timing: id  3 | task 1182 |    graphs reused =       1154
6.22.303.300 I slot      release: id  3 | task 1182 | stop processing: n_tokens = 191, truncated = 0
6.51.759.697 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.670
6.51.759.720 I slot launch_slot_: id  0 | task 1247 | processing task, is_child = 0
6.51.759.781 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.670
6.51.759.789 I slot launch_slot_: id  1 | task 1248 | processing task, is_child = 0
6.51.759.822 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.670
6.51.759.829 I slot launch_slot_: id  2 | task 1249 | processing task, is_child = 0
6.51.759.846 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.670
6.51.759.854 I slot launch_slot_: id  3 | task 1250 | processing task, is_child = 0
6.57.045.828 I slot print_timing: id  0 | task 1247 | prompt eval time =    2689.59 ms /   128 tokens (   21.01 ms per token,    47.59 tokens per second)
6.57.045.834 I slot print_timing: id  0 | task 1247 |        eval time =    2596.36 ms /    64 tokens (   40.57 ms per token,    24.65 tokens per second)
6.57.045.834 I slot print_timing: id  0 | task 1247 |       total time =    5285.95 ms /   192 tokens
6.57.045.836 I slot print_timing: id  0 | task 1247 |    graphs reused =       1216
6.57.045.852 I slot      release: id  0 | task 1247 | stop processing: n_tokens = 191, truncated = 0
6.57.046.140 I slot print_timing: id  1 | task 1248 | prompt eval time =    2689.89 ms /   128 tokens (   21.01 ms per token,    47.59 tokens per second)
6.57.046.150 I slot print_timing: id  1 | task 1248 |        eval time =    2596.33 ms /    64 tokens (   40.57 ms per token,    24.65 tokens per second)
6.57.046.151 I slot print_timing: id  1 | task 1248 |       total time =    5286.22 ms /   192 tokens
6.57.046.151 I slot print_timing: id  1 | task 1248 |    graphs reused =       1216
6.57.046.162 I slot      release: id  1 | task 1248 | stop processing: n_tokens = 191, truncated = 0
6.57.046.415 I slot print_timing: id  2 | task 1249 | prompt eval time =    2690.17 ms /   128 tokens (   21.02 ms per token,    47.58 tokens per second)
6.57.046.418 I slot print_timing: id  2 | task 1249 |        eval time =    2596.29 ms /    64 tokens (   40.57 ms per token,    24.65 tokens per second)
6.57.046.418 I slot print_timing: id  2 | task 1249 |       total time =    5286.46 ms /   192 tokens
6.57.046.419 I slot print_timing: id  2 | task 1249 |    graphs reused =       1216
6.57.046.425 I slot      release: id  2 | task 1249 | stop processing: n_tokens = 191, truncated = 0
6.57.046.666 I slot print_timing: id  3 | task 1250 | prompt eval time =    2690.46 ms /   128 tokens (   21.02 ms per token,    47.58 tokens per second)
6.57.046.668 I slot print_timing: id  3 | task 1250 |        eval time =    2596.21 ms /    64 tokens (   40.57 ms per token,    24.65 tokens per second)
6.57.046.669 I slot print_timing: id  3 | task 1250 |       total time =    5286.67 ms /   192 tokens
6.57.046.669 I slot print_timing: id  3 | task 1250 |    graphs reused =       1216
6.57.046.673 I slot      release: id  3 | task 1250 | stop processing: n_tokens = 191, truncated = 0
7.08.424.980 I srv    operator(): operator(): cleaning up before exit...
