0.00.001.881 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.001.950 I srv          init: The UI is disabled
0.00.001.951 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.002.034 W srv  llama_server: -----------------
0.00.002.036 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.002.036 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.002.036 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.002.036 W srv  llama_server: -----------------
0.00.003.235 I srv    load_model: loading model '/run/media/hs/9CECDCA0ECDC75CC/Users/HS/Documents/Graduation Project/benchmark-models/DeepSeek-R1-Distill-Qwen-1.5B-Q4_K_M.gguf'
0.00.335.567 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.01.122.183 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 3072, kv_unified = 'false'
0.01.125.595 I srv  llama_server: model loaded
0.01.125.601 I srv  llama_server: listening on http://127.0.0.1:19203
0.01.203.484 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
2.20.140.170 I slot print_timing: id  0 | task 1117 |    graphs reused =       1154
2.20.140.181 I slot      release: id  0 | task 1117 | stop processing: n_tokens = 255, truncated = 0
2.20.141.994 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.502
2.20.142.026 I slot launch_slot_: id  0 | task 1247 | processing task, is_child = 0
2.20.142.124 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.062
2.20.142.181 I slot launch_slot_: id  1 | task 1248 | processing task, is_child = 0
2.20.142.217 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.670
2.20.142.225 I slot launch_slot_: id  2 | task 1249 | processing task, is_child = 0
2.20.142.243 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.670
2.20.142.251 I slot launch_slot_: id  3 | task 1250 | processing task, is_child = 0
2.28.913.770 I slot print_timing: id  0 | task 1247 | prompt eval time =    2793.43 ms /   128 tokens (   21.82 ms per token,    45.82 tokens per second)
2.28.913.774 I slot print_timing: id  0 | task 1247 |        eval time =    5978.06 ms /    64 tokens (   93.41 ms per token,    10.71 tokens per second)
2.28.913.776 I slot print_timing: id  0 | task 1247 |       total time =    8771.49 ms /   192 tokens
2.28.913.777 I slot print_timing: id  0 | task 1247 |    graphs reused =       1216
2.28.913.791 I slot      release: id  0 | task 1247 | stop processing: n_tokens = 191, truncated = 0
2.28.914.076 I slot print_timing: id  1 | task 1248 | prompt eval time =    2793.65 ms /   128 tokens (   21.83 ms per token,    45.82 tokens per second)
2.28.914.079 I slot print_timing: id  1 | task 1248 |        eval time =    5978.09 ms /    64 tokens (   93.41 ms per token,    10.71 tokens per second)
2.28.914.080 I slot print_timing: id  1 | task 1248 |       total time =    8771.74 ms /   192 tokens
2.28.914.080 I slot print_timing: id  1 | task 1248 |    graphs reused =       1216
2.28.914.090 I slot      release: id  1 | task 1248 | stop processing: n_tokens = 191, truncated = 0
2.28.914.416 I slot print_timing: id  2 | task 1249 | prompt eval time =    2793.80 ms /   128 tokens (   21.83 ms per token,    45.82 tokens per second)
2.28.914.419 I slot print_timing: id  2 | task 1249 |        eval time =    5978.10 ms /    64 tokens (   93.41 ms per token,    10.71 tokens per second)
2.28.914.420 I slot print_timing: id  2 | task 1249 |       total time =    8771.90 ms /   192 tokens
2.28.914.421 I slot print_timing: id  2 | task 1249 |    graphs reused =       1216
2.28.914.432 I slot      release: id  2 | task 1249 | stop processing: n_tokens = 191, truncated = 0
2.28.914.673 I slot print_timing: id  3 | task 1250 | prompt eval time =    2794.02 ms /   128 tokens (   21.83 ms per token,    45.81 tokens per second)
2.28.914.675 I slot print_timing: id  3 | task 1250 |        eval time =    5978.10 ms /    64 tokens (   93.41 ms per token,    10.71 tokens per second)
2.28.914.675 I slot print_timing: id  3 | task 1250 |       total time =    8772.11 ms /   192 tokens
2.28.914.676 I slot print_timing: id  3 | task 1250 |    graphs reused =       1216
2.28.914.680 I slot      release: id  3 | task 1250 | stop processing: n_tokens = 191, truncated = 0
2.28.915.389 I srv    operator(): operator(): cleaning up before exit...
