0.00.002.214 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.002.297 I srv          init: The UI is disabled
0.00.002.298 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.002.389 W srv  llama_server: -----------------
0.00.002.389 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.002.389 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.002.389 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.002.389 W srv  llama_server: -----------------
0.00.003.612 I srv    load_model: loading model '/run/media/hs/9CECDCA0ECDC75CC/Users/HS/Documents/Graduation Project/benchmark-models/DeepSeek-R1-Distill-Qwen-1.5B-Q4_K_M.gguf'
0.00.343.077 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.01.123.883 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 3072, kv_unified = 'false'
0.01.127.219 I srv  llama_server: model loaded
0.01.127.225 I srv  llama_server: listening on http://127.0.0.1:19203
0.01.204.928 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
6.49.286.181 I slot print_timing: id  0 | task 1117 | prompt eval time =     682.42 ms /   128 tokens (    5.33 ms per token,   187.57 tokens per second)
6.49.286.184 I slot print_timing: id  0 | task 1117 |        eval time =   17407.54 ms /   128 tokens (  136.00 ms per token,     7.35 tokens per second)
6.49.286.184 I slot print_timing: id  0 | task 1117 |       total time =   18089.96 ms /   256 tokens
6.49.286.185 I slot print_timing: id  0 | task 1117 |    graphs reused =       1154
6.49.286.196 I slot      release: id  0 | task 1117 | stop processing: n_tokens = 255, truncated = 0
6.57.544.643 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.502
6.57.544.665 I slot launch_slot_: id  0 | task 1248 | processing task, is_child = 0
6.57.544.779 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.062
6.57.544.849 I slot launch_slot_: id  1 | task 1249 | processing task, is_child = 0
6.57.544.895 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.670
6.57.544.903 I slot launch_slot_: id  2 | task 1247 | processing task, is_child = 0
6.57.544.925 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.670
6.57.544.933 I slot launch_slot_: id  3 | task 1250 | processing task, is_child = 0
7.05.951.640 I slot print_timing: id  0 | task 1248 | prompt eval time =    2693.89 ms /   128 tokens (   21.05 ms per token,    47.52 tokens per second)
7.05.951.646 I slot print_timing: id  0 | task 1248 |        eval time =    5712.79 ms /    64 tokens (   89.26 ms per token,    11.20 tokens per second)
7.05.951.647 I slot print_timing: id  0 | task 1248 |       total time =    8406.68 ms /   192 tokens
7.05.951.648 I slot print_timing: id  0 | task 1248 |    graphs reused =       1216
7.05.951.664 I slot      release: id  0 | task 1248 | stop processing: n_tokens = 191, truncated = 0
7.05.951.946 I slot print_timing: id  1 | task 1249 | prompt eval time =    2694.15 ms /   128 tokens (   21.05 ms per token,    47.51 tokens per second)
7.05.951.950 I slot print_timing: id  1 | task 1249 |        eval time =    5712.79 ms /    64 tokens (   89.26 ms per token,    11.20 tokens per second)
7.05.951.951 I slot print_timing: id  1 | task 1249 |       total time =    8406.93 ms /   192 tokens
7.05.951.951 I slot print_timing: id  1 | task 1249 |    graphs reused =       1216
7.05.951.960 I slot      release: id  1 | task 1249 | stop processing: n_tokens = 191, truncated = 0
7.05.952.238 I slot print_timing: id  2 | task 1247 | prompt eval time =    2694.17 ms /   128 tokens (   21.05 ms per token,    47.51 tokens per second)
7.05.952.241 I slot print_timing: id  2 | task 1247 |        eval time =    5712.81 ms /    64 tokens (   89.26 ms per token,    11.20 tokens per second)
7.05.952.242 I slot print_timing: id  2 | task 1247 |       total time =    8406.98 ms /   192 tokens
7.05.952.243 I slot print_timing: id  2 | task 1247 |    graphs reused =       1216
7.05.952.251 I slot      release: id  2 | task 1247 | stop processing: n_tokens = 191, truncated = 0
7.05.952.529 I slot print_timing: id  3 | task 1250 | prompt eval time =    2694.37 ms /   128 tokens (   21.05 ms per token,    47.51 tokens per second)
7.05.952.539 I slot print_timing: id  3 | task 1250 |        eval time =    5712.85 ms /    64 tokens (   89.26 ms per token,    11.20 tokens per second)
7.05.952.540 I slot print_timing: id  3 | task 1250 |       total time =    8407.22 ms /   192 tokens
7.05.952.541 I slot print_timing: id  3 | task 1250 |    graphs reused =       1216
7.05.952.550 I slot      release: id  3 | task 1250 | stop processing: n_tokens = 191, truncated = 0
7.06.280.636 I srv    operator(): operator(): cleaning up before exit...
